scenario,seed,task_id,export_format,mutated,applicable,success,query_hops
exit_blockage,22,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,22,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,22,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,22,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,22,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,22,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,22,A3_privacy_violation,prov,True,True,True,1
exit_blockage,22,A3_privacy_violation,xes,True,True,True,1
exit_blockage,22,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,22,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,22,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,22,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,22,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,22,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,22,A5_governance_append_only,prov,True,True,False,1
exit_blockage,22,A5_governance_append_only,xes,True,True,False,1
exit_blockage,22,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,22,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,22,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,22,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,23,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,23,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,23,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,23,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,23,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,23,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,23,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,23,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,23,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,23,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,23,A3_privacy_violation,prov,False,True,True,1
exit_blockage,23,A3_privacy_violation,xes,False,True,True,1
exit_blockage,23,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,23,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,23,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,23,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,23,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,23,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,23,A5_governance_append_only,prov,False,True,True,1
exit_blockage,23,A5_governance_append_only,xes,False,True,True,1
exit_blockage,23,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,23,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,23,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,23,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,23,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,23,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,23,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,23,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,23,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,23,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,23,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,23,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,23,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,23,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,23,A3_privacy_violation,prov,True,True,True,1
exit_blockage,23,A3_privacy_violation,xes,True,True,True,1
exit_blockage,23,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,23,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,23,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,23,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,23,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,23,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,23,A5_governance_append_only,prov,True,True,False,1
exit_blockage,23,A5_governance_append_only,xes,True,True,False,1
exit_blockage,23,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,23,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,23,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,23,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,24,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,24,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,24,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,24,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,24,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,24,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,24,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,24,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,24,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,24,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,24,A3_privacy_violation,prov,False,True,True,1
exit_blockage,24,A3_privacy_violation,xes,False,True,True,1
exit_blockage,24,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,24,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,24,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,24,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,24,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,24,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,24,A5_governance_append_only,prov,False,True,True,1
exit_blockage,24,A5_governance_append_only,xes,False,True,True,1
exit_blockage,24,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,24,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,24,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,24,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,24,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,24,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,24,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,24,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,24,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,24,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,24,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,24,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,24,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,24,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,24,A3_privacy_violation,prov,True,True,True,1
exit_blockage,24,A3_privacy_violation,xes,True,True,True,1
exit_blockage,24,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,24,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,24,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,24,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,24,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,24,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,24,A5_governance_append_only,prov,True,True,False,1
exit_blockage,24,A5_governance_append_only,xes,True,True,False,1
exit_blockage,24,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,24,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,24,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,24,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,25,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,25,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,25,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,25,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,25,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,25,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,25,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,25,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,25,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,25,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,25,A3_privacy_violation,prov,False,True,True,1
exit_blockage,25,A3_privacy_violation,xes,False,True,True,1
exit_blockage,25,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,25,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,25,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,25,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,25,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,25,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,25,A5_governance_append_only,prov,False,True,True,1
exit_blockage,25,A5_governance_append_only,xes,False,True,True,1
exit_blockage,25,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,25,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,25,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,25,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,25,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,25,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,25,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,25,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,25,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,25,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,25,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,25,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,25,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,25,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,25,A3_privacy_violation,prov,True,True,True,1
exit_blockage,25,A3_privacy_violation,xes,True,True,True,1
exit_blockage,25,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,25,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,25,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,25,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,25,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,25,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,25,A5_governance_append_only,prov,True,True,False,1
exit_blockage,25,A5_governance_append_only,xes,True,True,False,1
exit_blockage,25,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,25,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,25,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,25,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,26,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,26,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,26,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,26,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,26,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,26,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,26,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,26,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,26,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,26,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,26,A3_privacy_violation,prov,False,True,True,1
exit_blockage,26,A3_privacy_violation,xes,False,True,True,1
exit_blockage,26,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,26,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,26,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,26,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,26,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,26,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,26,A5_governance_append_only,prov,False,True,True,1
exit_blockage,26,A5_governance_append_only,xes,False,True,True,1
exit_blockage,26,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,26,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,26,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,26,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,26,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,26,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,26,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,26,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,26,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,26,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,26,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,26,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,26,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,26,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,26,A3_privacy_violation,prov,True,True,True,1
exit_blockage,26,A3_privacy_violation,xes,True,True,True,1
exit_blockage,26,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,26,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,26,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,26,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,26,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,26,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,26,A5_governance_append_only,prov,True,True,False,1
exit_blockage,26,A5_governance_append_only,xes,True,True,False,1
exit_blockage,26,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,26,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,26,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,26,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,27,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,27,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,27,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,27,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,27,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,27,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,27,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,27,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,27,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,27,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,27,A3_privacy_violation,prov,False,True,True,1
exit_blockage,27,A3_privacy_violation,xes,False,True,True,1
exit_blockage,27,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,27,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,27,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,27,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,27,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,27,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,27,A5_governance_append_only,prov,False,True,True,1
exit_blockage,27,A5_governance_append_only,xes,False,True,True,1
exit_blockage,27,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,27,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,27,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,27,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,27,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,27,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,27,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,27,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,27,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,27,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,27,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,27,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,27,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,27,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,27,A3_privacy_violation,prov,True,True,True,1
exit_blockage,27,A3_privacy_violation,xes,True,True,True,1
exit_blockage,27,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,27,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,27,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,27,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,27,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,27,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,27,A5_governance_append_only,prov,True,True,False,1
exit_blockage,27,A5_governance_append_only,xes,True,True,False,1
exit_blockage,27,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,27,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,27,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,27,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,28,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,28,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,28,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,28,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,28,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,28,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,28,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,28,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,28,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,28,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,28,A3_privacy_violation,prov,False,True,True,1
exit_blockage,28,A3_privacy_violation,xes,False,True,True,1
exit_blockage,28,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,28,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,28,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,28,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,28,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,28,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,28,A5_governance_append_only,prov,False,True,True,1
exit_blockage,28,A5_governance_append_only,xes,False,True,True,1
exit_blockage,28,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,28,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,28,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,28,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,28,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,28,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,28,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,28,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,28,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,28,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,28,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,28,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,28,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,28,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,28,A3_privacy_violation,prov,True,True,True,1
exit_blockage,28,A3_privacy_violation,xes,True,True,True,1
exit_blockage,28,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,28,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,28,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,28,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,28,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,28,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,28,A5_governance_append_only,prov,True,True,False,1
exit_blockage,28,A5_governance_append_only,xes,True,True,False,1
exit_blockage,28,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,28,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,28,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,28,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,29,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,29,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,29,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,29,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,29,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,29,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,29,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,29,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,29,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,29,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,29,A3_privacy_violation,prov,False,True,True,1
exit_blockage,29,A3_privacy_violation,xes,False,True,True,1
exit_blockage,29,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,29,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,29,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,29,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,29,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,29,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,29,A5_governance_append_only,prov,False,True,True,1
exit_blockage,29,A5_governance_append_only,xes,False,True,True,1
exit_blockage,29,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,29,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,29,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,29,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,29,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,29,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,29,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,29,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,29,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,29,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,29,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,29,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,29,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,29,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,29,A3_privacy_violation,prov,True,True,True,1
exit_blockage,29,A3_privacy_violation,xes,True,True,True,1
exit_blockage,29,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,29,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,29,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,29,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,29,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,29,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,29,A5_governance_append_only,prov,True,True,False,1
exit_blockage,29,A5_governance_append_only,xes,True,True,False,1
exit_blockage,29,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,29,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,29,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,29,A6_benchmark_coupling,xes,True,True,True,0
exit_blockage,30,A1_evidence_to_recommendation,tsgg,False,True,True,2
exit_blockage,30,A1_evidence_to_recommendation,flat_json,False,True,False,2
exit_blockage,30,A1_evidence_to_recommendation,prov,False,True,True,3
exit_blockage,30,A1_evidence_to_recommendation,xes,False,True,False,3
exit_blockage,30,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,30,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,30,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,30,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,30,A3_privacy_violation,tsgg,False,True,True,1
exit_blockage,30,A3_privacy_violation,flat_json,False,True,True,1
exit_blockage,30,A3_privacy_violation,prov,False,True,True,1
exit_blockage,30,A3_privacy_violation,xes,False,True,True,1
exit_blockage,30,A4_causal_evidence_support,tsgg,False,True,True,1
exit_blockage,30,A4_causal_evidence_support,flat_json,False,True,True,1
exit_blockage,30,A4_causal_evidence_support,prov,False,True,True,2
exit_blockage,30,A4_causal_evidence_support,xes,False,True,True,1
exit_blockage,30,A5_governance_append_only,tsgg,False,True,True,1
exit_blockage,30,A5_governance_append_only,flat_json,False,True,True,1
exit_blockage,30,A5_governance_append_only,prov,False,True,True,1
exit_blockage,30,A5_governance_append_only,xes,False,True,True,1
exit_blockage,30,A6_benchmark_coupling,tsgg,False,True,True,1
exit_blockage,30,A6_benchmark_coupling,flat_json,False,True,True,1
exit_blockage,30,A6_benchmark_coupling,prov,False,True,True,1
exit_blockage,30,A6_benchmark_coupling,xes,False,True,True,1
exit_blockage,30,A7_evacuation_zone_count,tsgg,False,False,True,0
exit_blockage,30,A7_evacuation_zone_count,flat_json,False,False,True,0
exit_blockage,30,A7_evacuation_zone_count,prov,False,False,True,0
exit_blockage,30,A7_evacuation_zone_count,xes,False,False,True,0
exit_blockage,30,A2_missing_human_disposition,tsgg,True,True,True,2
exit_blockage,30,A2_missing_human_disposition,flat_json,True,True,True,2
exit_blockage,30,A2_missing_human_disposition,prov,True,True,True,2
exit_blockage,30,A2_missing_human_disposition,xes,True,True,True,2
exit_blockage,30,A3_privacy_violation,tsgg,True,True,True,1
exit_blockage,30,A3_privacy_violation,flat_json,True,True,True,1
exit_blockage,30,A3_privacy_violation,prov,True,True,True,1
exit_blockage,30,A3_privacy_violation,xes,True,True,True,1
exit_blockage,30,A4_causal_evidence_support,tsgg,True,True,True,1
exit_blockage,30,A4_causal_evidence_support,flat_json,True,True,True,1
exit_blockage,30,A4_causal_evidence_support,prov,True,True,True,2
exit_blockage,30,A4_causal_evidence_support,xes,True,True,True,1
exit_blockage,30,A5_governance_append_only,tsgg,True,True,False,1
exit_blockage,30,A5_governance_append_only,flat_json,True,True,False,1
exit_blockage,30,A5_governance_append_only,prov,True,True,False,1
exit_blockage,30,A5_governance_append_only,xes,True,True,False,1
exit_blockage,30,A6_benchmark_coupling,tsgg,True,True,True,0
exit_blockage,30,A6_benchmark_coupling,flat_json,True,True,True,0
exit_blockage,30,A6_benchmark_coupling,prov,True,True,True,0
exit_blockage,30,A6_benchmark_coupling,xes,True,True,True,0
multimodal_conflict,1,A1_evidence_to_recommendation,tsgg,False,True,True,2
multimodal_conflict,1,A1_evidence_to_recommendation,flat_json,False,True,True,2
multimodal_conflict,1,A1_evidence_to_recommendation,prov,False,True,True,3
multimodal_conflict,1,A1_evidence_to_recommendation,xes,False,True,True,3
multimodal_conflict,1,A2_missing_human_disposition,tsgg,True,True,True,2
multimodal_conflict,1,A2_missing_human_disposition,flat_json,True,True,True,2
multimodal_conflict,1,A2_missing_human_disposition,prov,True,True,True,2
multimodal_conflict,1,A2_missing_human_disposition,xes,True,True,True,2
multimodal_conflict,1,A3_privacy_violation,tsgg,False,True,True,1
multimodal_conflict,1,A3_privacy_violation,flat_json,False,True,True,1
multimodal_conflict,1,A3_privacy_violation,prov,False,True,True,1
multimodal_conflict,1,A3_privacy_violation,xes,False,True,True,1
multimodal_conflict,1,A4_causal_evidence_support,tsgg,False,True,True,1
multimodal_conflict,1,A4_causal_evidence_support,flat_json,False,True,True,1
multimodal_conflict,1,A4_causal_evidence_support,prov,False,True,True,2
multimodal_conflict,1,A4_causal_evidence_support,xes,False,True,True,1
multimodal_conflict,1,A5_governance_append_only,tsgg,False,True,True,1
multimodal_conflict,1,A5_governance_append_only,flat_json,False,True,True,1
multimodal_conflict,1,A5_governance_append_only,prov,False,True,True,1
multimodal_conflict,1,A5_governance_append_only,xes,False,True,True,1
multimodal_conflict,1,A6_benchmark_coupling,tsgg,False,True,True,1
multimodal_conflict,1,A6_benchmark_coupling,flat_json,False,True,True,1
multimodal_conflict,1,A6_benchmark_coupling,prov,False,True,True,1
